job_id,canonical_role,skill,category
train-18073,Other / Domain Specialist,HTML,Web & Frameworks
train-18073,Other / Domain Specialist,JavaScript,Programming Languages
train-18073,Other / Domain Specialist,Python,Programming Languages
train-18073,Other / Domain Specialist,Ruby,Programming Languages
train-18073,Other / Domain Specialist,SQL,Databases & Storage
train-18074,Other / Domain Specialist,SAS,Data Science & AI
train-18077,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18077,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18077,Other / Domain Specialist,Hadoop,Data Science & AI
train-18077,Other / Domain Specialist,R,Programming Languages
train-18077,Other / Domain Specialist,SAS,Data Science & AI
train-18077,Other / Domain Specialist,SQL,Databases & Storage
train-18086,Other / Domain Specialist,Communication,Management & Soft Skills
train-18086,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18090,Other / Domain Specialist,Communication,Management & Soft Skills
train-18094,Other / Domain Specialist,Java,Programming Languages
train-18094,Other / Domain Specialist,Linux,Cloud & DevOps
train-18094,Other / Domain Specialist,Oracle,Databases & Storage
train-18094,Other / Domain Specialist,SQL,Databases & Storage
train-18094,Other / Domain Specialist,SQL Server,Databases & Storage
train-18099,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18104,Other / Domain Specialist,SAS,Data Science & AI
train-18106,Other / Domain Specialist,Oracle,Databases & Storage
train-18106,Other / Domain Specialist,SQL,Databases & Storage
train-18110,Data Engineer,Hadoop,Data Science & AI
train-18110,Data Engineer,Java,Programming Languages
train-18118,Other / Domain Specialist,Communication,Management & Soft Skills
train-18119,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18122,Business Analyst,Business Analysis,Management & Soft Skills
train-18126,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18132,Software Engineer,Data Analysis,Data Science & AI
train-18132,Software Engineer,Excel,BI & Analytics Tools
train-18132,Software Engineer,Power BI,BI & Analytics Tools
train-18132,Software Engineer,SQL,Databases & Storage
train-18134,Business Analyst,Business Analysis,Management & Soft Skills
train-18137,Other / Domain Specialist,Product Management,Management & Soft Skills
train-18144,Business Analyst,Business Analysis,Management & Soft Skills
train-18144,Business Analyst,SAS,Data Science & AI
train-18146,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18152,Other / Domain Specialist,Java,Programming Languages
train-18152,Other / Domain Specialist,Spring Boot,Web & Frameworks
train-18159,Other / Domain Specialist,Communication,Management & Soft Skills
train-18159,Other / Domain Specialist,SQL,Databases & Storage
train-18162,Other / Domain Specialist,SAS,Data Science & AI
train-18171,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18172,Other / Domain Specialist,SEM,BI & Analytics Tools
train-18172,Other / Domain Specialist,SEO,BI & Analytics Tools
train-18178,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18180,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18184,QA / Test Engineer,REST API,Web & Frameworks
train-18189,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18191,Digital Marketing Specialist,Communication,Management & Soft Skills
train-18191,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18191,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-18192,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-18196,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18198,Other / Domain Specialist,Angular,Web & Frameworks
train-18198,Other / Domain Specialist,JavaScript,Programming Languages
train-18198,Other / Domain Specialist,PHP,Programming Languages
train-18200,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18210,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18213,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18222,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18223,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18224,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18224,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18227,Other / Domain Specialist,Data Mining,Data Science & AI
train-18227,Other / Domain Specialist,Oracle,Databases & Storage
train-18227,Other / Domain Specialist,Power BI,BI & Analytics Tools
train-18227,Other / Domain Specialist,SQL,Databases & Storage
train-18237,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18237,Other / Domain Specialist,R,Programming Languages
train-18237,Other / Domain Specialist,SAS,Data Science & AI
train-18237,Other / Domain Specialist,SQL,Databases & Storage
train-18238,Other / Domain Specialist,Algorithms,Data Science & AI
train-18238,Other / Domain Specialist,C,Programming Languages
train-18238,Other / Domain Specialist,C++,Programming Languages
train-18239,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18241,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18243,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18243,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18247,Other / Domain Specialist,ASP.NET,Web & Frameworks
train-18247,Other / Domain Specialist,C,Programming Languages
train-18247,Other / Domain Specialist,C#,Programming Languages
train-18247,Other / Domain Specialist,R,Programming Languages
train-18251,Business Analyst,Business Analysis,Management & Soft Skills
train-18251,Business Analyst,Data Analysis,Data Science & AI
train-18252,Data Analyst,Data Analysis,Data Science & AI
train-18252,Data Analyst,Data Mining,Data Science & AI
train-18252,Data Analyst,Excel,BI & Analytics Tools
train-18259,Product Manager,Product Management,Management & Soft Skills
train-18262,Other / Domain Specialist,CSS,Web & Frameworks
train-18262,Other / Domain Specialist,HTML,Web & Frameworks
train-18262,Other / Domain Specialist,Java,Programming Languages
train-18262,Other / Domain Specialist,JavaScript,Programming Languages
train-18262,Other / Domain Specialist,REST API,Web & Frameworks
train-18272,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18276,Machine Learning Engineer,Algorithms,Data Science & AI
train-18276,Machine Learning Engineer,Data Analysis,Data Science & AI
train-18276,Machine Learning Engineer,Data Science,Data Science & AI
train-18276,Machine Learning Engineer,Machine Learning,Data Science & AI
train-18278,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-18285,Other / Domain Specialist,SEO,BI & Analytics Tools
train-18286,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18286,Other / Domain Specialist,SAS,Data Science & AI
train-18286,Other / Domain Specialist,SQL,Databases & Storage
train-18286,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-18287,Data Scientist,Data Analysis,Data Science & AI
train-18287,Data Scientist,Data Science,Data Science & AI
train-18287,Data Scientist,Deep Learning,Data Science & AI
train-18287,Data Scientist,Hadoop,Data Science & AI
train-18287,Data Scientist,Machine Learning,Data Science & AI
train-18290,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18293,Other / Domain Specialist,Data Science,Data Science & AI
train-18293,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18293,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18294,Business Analyst,Business Analysis,Management & Soft Skills
train-18294,Business Analyst,REST API,Web & Frameworks
train-18294,Business Analyst,SQL,Databases & Storage
train-18302,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18308,Data Engineer,Oracle,Databases & Storage
train-18308,Data Engineer,SQL,Databases & Storage
train-18308,Data Engineer,SQL Server,Databases & Storage
train-18314,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18314,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18317,Other / Domain Specialist,Communication,Management & Soft Skills
train-18317,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18317,Other / Domain Specialist,Elasticsearch,Databases & Storage
train-18317,Other / Domain Specialist,Oracle,Databases & Storage
train-18317,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18317,Other / Domain Specialist,SQL,Databases & Storage
train-18320,Other / Domain Specialist,Algorithms,Data Science & AI
train-18320,Other / Domain Specialist,C,Programming Languages
train-18320,Other / Domain Specialist,C++,Programming Languages
train-18320,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18320,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18321,QA / Test Engineer,HTML,Web & Frameworks
train-18323,Other / Domain Specialist,Product Management,Management & Soft Skills
train-18323,Other / Domain Specialist,R,Programming Languages
train-18326,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18329,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18329,Other / Domain Specialist,Google Analytics,BI & Analytics Tools
train-18329,Other / Domain Specialist,SEM,BI & Analytics Tools
train-18334,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18334,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18334,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18341,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18349,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18351,Project Manager,AWS,Cloud & DevOps
train-18351,Project Manager,Apache Spark,Data Science & AI
train-18351,Project Manager,Data Analysis,Data Science & AI
train-18351,Project Manager,Elasticsearch,Databases & Storage
train-18351,Project Manager,Hadoop,Data Science & AI
train-18351,Project Manager,Hive,Databases & Storage
train-18351,Project Manager,MySQL,Databases & Storage
train-18351,Project Manager,Redis,Databases & Storage
train-18356,Other / Domain Specialist,Communication,Management & Soft Skills
train-18356,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18356,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18358,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18358,Other / Domain Specialist,Hadoop,Data Science & AI
train-18358,Other / Domain Specialist,Machine Learning,Data Science & AI
train-18358,Other / Domain Specialist,Python,Programming Languages
train-18358,Other / Domain Specialist,R,Programming Languages
train-18358,Other / Domain Specialist,SQL,Databases & Storage
train-18363,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18371,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18377,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18379,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18380,Business Analyst,Business Analysis,Management & Soft Skills
train-18380,Business Analyst,Financial Analysis,Management & Soft Skills
train-18381,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18381,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-18384,QA / Test Engineer,Communication,Management & Soft Skills
train-18387,Other / Domain Specialist,Communication,Management & Soft Skills
train-18389,Other / Domain Specialist,CI/CD,Cloud & DevOps
train-18389,Other / Domain Specialist,Java,Programming Languages
train-18389,Other / Domain Specialist,Python,Programming Languages
train-18392,Software Engineer,Java,Programming Languages
train-18396,Other / Domain Specialist,C,Programming Languages
train-18396,Other / Domain Specialist,Communication,Management & Soft Skills
train-18396,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18399,Project Manager,Product Management,Management & Soft Skills
train-18399,Project Manager,Project Management,Management & Soft Skills
train-18400,Machine Learning Engineer,Algorithms,Data Science & AI
train-18400,Machine Learning Engineer,Data Analysis,Data Science & AI
train-18400,Machine Learning Engineer,Machine Learning,Data Science & AI
train-18400,Machine Learning Engineer,Python,Programming Languages
train-18400,Machine Learning Engineer,R,Programming Languages
train-18405,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18405,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18405,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18410,Other / Domain Specialist,Agile,Management & Soft Skills
train-18410,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-18410,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18412,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18414,Other / Domain Specialist,Agile,Management & Soft Skills
train-18414,Other / Domain Specialist,Angular,Web & Frameworks
train-18414,Other / Domain Specialist,Communication,Management & Soft Skills
train-18414,Other / Domain Specialist,HTML,Web & Frameworks
train-18414,Other / Domain Specialist,JavaScript,Programming Languages
train-18414,Other / Domain Specialist,jQuery,Web & Frameworks
train-18419,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18419,Other / Domain Specialist,Python,Programming Languages
train-18419,Other / Domain Specialist,SAS,Data Science & AI
train-18419,Other / Domain Specialist,Tableau,BI & Analytics Tools
train-18420,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18428,Backend Developer,Ansible,Cloud & DevOps
train-18428,Backend Developer,Azure,Cloud & DevOps
train-18428,Backend Developer,Git,Cloud & DevOps
train-18428,Backend Developer,Python,Programming Languages
train-18431,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18435,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18438,Machine Learning Engineer,Data Analysis,Data Science & AI
train-18438,Machine Learning Engineer,Data Science,Data Science & AI
train-18438,Machine Learning Engineer,Machine Learning,Data Science & AI
train-18443,Other / Domain Specialist,Communication,Management & Soft Skills
train-18443,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18444,Other / Domain Specialist,Oracle,Databases & Storage
train-18453,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18453,Other / Domain Specialist,Machine Learning,Data Science & AI
train-18453,Other / Domain Specialist,R,Programming Languages
train-18454,Other / Domain Specialist,Communication,Management & Soft Skills
train-18455,Data Engineer,Apache Spark,Data Science & AI
train-18455,Data Engineer,Hadoop,Data Science & AI
train-18455,Data Engineer,Python,Programming Languages
train-18455,Data Engineer,SAS,Data Science & AI
train-18456,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18459,Mobile App Developer,C,Programming Languages
train-18459,Mobile App Developer,Swift,Programming Languages
train-18459,Mobile App Developer,jQuery,Web & Frameworks
train-18467,Data Engineer,Apache Spark,Data Science & AI
train-18467,Data Engineer,Data Analysis,Data Science & AI
train-18467,Data Engineer,Hadoop,Data Science & AI
train-18467,Data Engineer,Machine Learning,Data Science & AI
train-18472,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18475,Project Manager,Project Management,Management & Soft Skills
train-18477,Other / Domain Specialist,SEM,BI & Analytics Tools
train-18484,Data Analyst,Data Analysis,Data Science & AI
train-18484,Data Analyst,Data Science,Data Science & AI
train-18484,Data Analyst,Excel,BI & Analytics Tools
train-18484,Data Analyst,Financial Analysis,Management & Soft Skills
train-18487,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-18487,Digital Marketing Specialist,Google Analytics,BI & Analytics Tools
train-18487,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18487,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-18488,Other / Domain Specialist,Communication,Management & Soft Skills
train-18488,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18488,Other / Domain Specialist,SQL,Databases & Storage
train-18490,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18492,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18496,Other / Domain Specialist,Communication,Management & Soft Skills
train-18497,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-18497,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18497,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18504,Other / Domain Specialist,Java,Programming Languages
train-18504,Other / Domain Specialist,SEM,BI & Analytics Tools
train-18504,Other / Domain Specialist,SEO,BI & Analytics Tools
train-18506,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18508,Full Stack Developer,Java,Programming Languages
train-18508,Full Stack Developer,REST API,Web & Frameworks
train-18508,Full Stack Developer,SQL,Databases & Storage
train-18508,Full Stack Developer,Spring Boot,Web & Frameworks
train-18510,Other / Domain Specialist,CSS,Web & Frameworks
train-18510,Other / Domain Specialist,Git,Cloud & DevOps
train-18510,Other / Domain Specialist,HTML,Web & Frameworks
train-18510,Other / Domain Specialist,JavaScript,Programming Languages
train-18510,Other / Domain Specialist,MySQL,Databases & Storage
train-18510,Other / Domain Specialist,PHP,Programming Languages
train-18510,Other / Domain Specialist,REST API,Web & Frameworks
train-18510,Other / Domain Specialist,jQuery,Web & Frameworks
train-18519,Digital Marketing Specialist,Project Management,Management & Soft Skills
train-18519,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18525,Other / Domain Specialist,Oracle,Databases & Storage
train-18528,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18529,Other / Domain Specialist,Power BI,BI & Analytics Tools
train-18529,Other / Domain Specialist,SQL,Databases & Storage
train-18538,Software Engineer,C,Programming Languages
train-18538,Software Engineer,C#,Programming Languages
train-18538,Software Engineer,CSS,Web & Frameworks
train-18538,Software Engineer,HTML,Web & Frameworks
train-18538,Software Engineer,SQL,Databases & Storage
train-18538,Software Engineer,SQL Server,Databases & Storage
train-18540,Business Analyst,Business Analysis,Management & Soft Skills
train-18540,Business Analyst,Data Analysis,Data Science & AI
train-18540,Business Analyst,Data Mining,Data Science & AI
train-18540,Business Analyst,Problem Solving,Management & Soft Skills
train-18540,Business Analyst,SAS,Data Science & AI
train-18545,Other / Domain Specialist,Communication,Management & Soft Skills
train-18545,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18546,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18561,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18562,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18566,Other / Domain Specialist,Communication,Management & Soft Skills
train-18566,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18570,Other / Domain Specialist,Communication,Management & Soft Skills
train-18576,Full Stack Developer,Git,Cloud & DevOps
train-18576,Full Stack Developer,Java,Programming Languages
train-18577,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18578,Business Analyst,Agile,Management & Soft Skills
train-18578,Business Analyst,Business Analysis,Management & Soft Skills
train-18578,Business Analyst,Product Management,Management & Soft Skills
train-18585,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18587,Full Stack Developer,Angular,Web & Frameworks
train-18587,Full Stack Developer,Bootstrap,Web & Frameworks
train-18587,Full Stack Developer,Data Analysis,Data Science & AI
train-18587,Full Stack Developer,Google Analytics,BI & Analytics Tools
train-18587,Full Stack Developer,HTML,Web & Frameworks
train-18587,Full Stack Developer,Java,Programming Languages
train-18590,Data Engineer,Data Analysis,Data Science & AI
train-18590,Data Engineer,Hadoop,Data Science & AI
train-18592,Other / Domain Specialist,Go,Programming Languages
train-18592,Other / Domain Specialist,Java,Programming Languages
train-18592,Other / Domain Specialist,JavaScript,Programming Languages
train-18592,Other / Domain Specialist,Node.js,Web & Frameworks
train-18594,Other / Domain Specialist,Communication,Management & Soft Skills
train-18596,Other / Domain Specialist,C,Programming Languages
train-18596,Other / Domain Specialist,Communication,Management & Soft Skills
train-18605,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18605,Other / Domain Specialist,SAS,Data Science & AI
train-18606,Other / Domain Specialist,Communication,Management & Soft Skills
train-18606,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18611,Other / Domain Specialist,SEM,BI & Analytics Tools
train-18611,Other / Domain Specialist,SEO,BI & Analytics Tools
train-18616,Data Engineer,Apache Spark,Data Science & AI
train-18616,Data Engineer,Hadoop,Data Science & AI
train-18616,Data Engineer,Java,Programming Languages
train-18616,Data Engineer,REST API,Web & Frameworks
train-18616,Data Engineer,Scala,Programming Languages
train-18616,Data Engineer,Spring Boot,Web & Frameworks
train-18618,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18618,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-18625,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18637,Frontend Developer,CSS,Web & Frameworks
train-18637,Frontend Developer,Data Analysis,Data Science & AI
train-18637,Frontend Developer,HTML,Web & Frameworks
train-18644,Other / Domain Specialist,Agile,Management & Soft Skills
train-18652,Other / Domain Specialist,Project Management,Management & Soft Skills
train-18658,Mobile App Developer,Java,Programming Languages
train-18658,Mobile App Developer,SQL,Databases & Storage
train-18660,Other / Domain Specialist,CSS,Web & Frameworks
train-18660,Other / Domain Specialist,Communication,Management & Soft Skills
train-18660,Other / Domain Specialist,HTML,Web & Frameworks
train-18660,Other / Domain Specialist,JavaScript,Programming Languages
train-18660,Other / Domain Specialist,Python,Programming Languages
train-18660,Other / Domain Specialist,jQuery,Web & Frameworks
train-18662,Business Analyst,Business Analysis,Management & Soft Skills
train-18671,Full Stack Developer,C,Programming Languages
train-18671,Full Stack Developer,C#,Programming Languages
train-18671,Full Stack Developer,C++,Programming Languages
train-18671,Full Stack Developer,CSS,Web & Frameworks
train-18671,Full Stack Developer,HTML,Web & Frameworks
train-18671,Full Stack Developer,Java,Programming Languages
train-18671,Full Stack Developer,JavaScript,Programming Languages
train-18671,Full Stack Developer,PHP,Programming Languages
train-18671,Full Stack Developer,Python,Programming Languages
train-18671,Full Stack Developer,Ruby,Programming Languages
train-18674,Other / Domain Specialist,Communication,Management & Soft Skills
train-18678,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18679,Other / Domain Specialist,Communication,Management & Soft Skills
train-18682,Other / Domain Specialist,CSS,Web & Frameworks
train-18682,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18682,Other / Domain Specialist,HTML,Web & Frameworks
train-18682,Other / Domain Specialist,JavaScript,Programming Languages
train-18684,Other / Domain Specialist,Agile,Management & Soft Skills
train-18684,Other / Domain Specialist,Communication,Management & Soft Skills
train-18690,Digital Marketing Specialist,Data Analysis,Data Science & AI
train-18690,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18690,Digital Marketing Specialist,SEO,BI & Analytics Tools
train-18697,Other / Domain Specialist,Communication,Management & Soft Skills
train-18697,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18701,Mobile App Developer,Product Management,Management & Soft Skills
train-18710,Data Engineer,Data Analysis,Data Science & AI
train-18710,Data Engineer,JavaScript,Programming Languages
train-18710,Data Engineer,Machine Learning,Data Science & AI
train-18710,Data Engineer,Python,Programming Languages
train-18710,Data Engineer,Ruby,Programming Languages
train-18710,Data Engineer,SQL,Databases & Storage
train-18717,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18717,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18720,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-18720,Other / Domain Specialist,Go,Programming Languages
train-18722,Other / Domain Specialist,Communication,Management & Soft Skills
train-18723,Other / Domain Specialist,R,Programming Languages
train-18724,Other / Domain Specialist,Java,Programming Languages
train-18724,Other / Domain Specialist,Linux,Cloud & DevOps
train-18727,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18727,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18727,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18727,Other / Domain Specialist,SAS,Data Science & AI
train-18734,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18734,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18734,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18739,Data Analyst,Excel,BI & Analytics Tools
train-18739,Data Analyst,SAS,Data Science & AI
train-18742,Project Manager,Agile,Management & Soft Skills
train-18742,Project Manager,Java,Programming Languages
train-18742,Project Manager,REST API,Web & Frameworks
train-18745,Business Analyst,Business Analysis,Management & Soft Skills
train-18746,Data Engineer,AWS,Cloud & DevOps
train-18746,Data Engineer,Apache Spark,Data Science & AI
train-18746,Data Engineer,Hadoop,Data Science & AI
train-18759,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18759,Other / Domain Specialist,SAS,Data Science & AI
train-18759,Other / Domain Specialist,SQL,Databases & Storage
train-18766,Project Manager,Data Analysis,Data Science & AI
train-18766,Project Manager,Excel,BI & Analytics Tools
train-18766,Project Manager,Machine Learning,Data Science & AI
train-18766,Project Manager,Python,Programming Languages
train-18766,Project Manager,R,Programming Languages
train-18766,Project Manager,SAS,Data Science & AI
train-18766,Project Manager,SQL,Databases & Storage
train-18769,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18772,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18776,Data Analyst,Data Analysis,Data Science & AI
train-18776,Data Analyst,Google Analytics,BI & Analytics Tools
train-18776,Data Analyst,SQL,Databases & Storage
train-18776,Data Analyst,Tableau,BI & Analytics Tools
train-18782,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18798,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18798,Other / Domain Specialist,Oracle,Databases & Storage
train-18798,Other / Domain Specialist,SQL,Databases & Storage
train-18803,Data Analyst,Data Analysis,Data Science & AI
train-18803,Data Analyst,Excel,BI & Analytics Tools
train-18803,Data Analyst,R,Programming Languages
train-18803,Data Analyst,SQL,Databases & Storage
train-18803,Data Analyst,Tableau,BI & Analytics Tools
train-18809,Digital Marketing Specialist,SEM,BI & Analytics Tools
train-18815,Other / Domain Specialist,C,Programming Languages
train-18815,Other / Domain Specialist,C++,Programming Languages
train-18815,Other / Domain Specialist,Leadership,Management & Soft Skills
train-18815,Other / Domain Specialist,Problem Solving,Management & Soft Skills
train-18817,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18817,Other / Domain Specialist,Excel,BI & Analytics Tools
train-18828,Other / Domain Specialist,Oracle,Databases & Storage
train-18828,Other / Domain Specialist,SQL,Databases & Storage
train-18837,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18847,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18848,Other / Domain Specialist,SQL,Databases & Storage
train-18849,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-18849,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18853,Other / Domain Specialist,C,Programming Languages
train-18853,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18854,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-18855,Other / Domain Specialist,Communication,Management & Soft Skills
train-18856,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18859,Backend Developer,Data Science,Data Science & AI
train-18859,Backend Developer,Git,Cloud & DevOps
train-18859,Backend Developer,HTML,Web & Frameworks
train-18859,Backend Developer,JavaScript,Programming Languages
train-18859,Backend Developer,MongoDB,Databases & Storage
train-18859,Backend Developer,MySQL,Databases & Storage
train-18859,Backend Developer,Python,Programming Languages
train-18870,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18870,Other / Domain Specialist,Hadoop,Data Science & AI
train-18874,Other / Domain Specialist,Data Analysis,Data Science & AI
train-18878,Other / Domain Specialist,Azure,Cloud & DevOps
train-18878,Other / Domain Specialist,Machine Learning,Data Science & AI
train-18878,Other / Domain Specialist,SQL,Databases & Storage
train-18882,Other / Domain Specialist,Financial Analysis,Management & Soft Skills
train-18885,Other / Domain Specialist,Agile,Management & Soft Skills
train-18885,Other / Domain Specialist,CI/CD,Cloud & DevOps
train-18898,Data Engineer,Apache Spark,Data Science & AI
train-18898,Data Engineer,Hadoop,Data Science & AI
train-18898,Data Engineer,Hive,Databases & Storage
train-18898,Data Engineer,Project Management,Management & Soft Skills
train-18898,Data Engineer,SQL,Databases & Storage
train-18902,Other / Domain Specialist,CSS,Web & Frameworks
train-18902,Other / Domain Specialist,HTML,Web & Frameworks
train-18902,Other / Domain Specialist,JavaScript,Programming Languages
train-18902,Other / Domain Specialist,REST API,Web & Frameworks
train-18902,Other / Domain Specialist,SQL,Databases & Storage
train-18903,Business Analyst,Business Analysis,Management & Soft Skills
train-18911,Other / Domain Specialist,Business Analysis,Management & Soft Skills
train-18911,Other / Domain Specialist,Oracle,Databases & Storage
train-18912,Other / Domain Specialist,Java,Programming Languages
train-18912,Other / Domain Specialist,SAS,Data Science & AI
train-18913,Software Engineer,ASP.NET,Web & Frameworks
train-18913,Software Engineer,C,Programming Languages
train-18913,Software Engineer,C#,Programming Languages
train-18913,Software Engineer,JavaScript,Programming Languages
train-18913,Software Engineer,SQL,Databases & Storage
train-18913,Software Engineer,SQL Server,Databases & Storage
train-18913,Software Engineer,jQuery,Web & Frameworks
train-18915,Other / Domain Specialist,Java,Programming Languages
train-18915,Other / Domain Specialist,MySQL,Databases & Storage
